Budget,DISCLOSEPolicy_Benefit_100,DISCLOSEPolicy_100_0.25,DISCLOSEPolicy_100_0.5,DISCLOSEPolicy_100_0.75,StaticPolicy_Benefit_100,StaticPolicy_100_0.25,StaticPolicy_100_0.5,StaticPolicy_100_0.75,MCTSPolicy_Benefit_100,MCTSPolicy_100_0.25,MCTSPolicy_100_0.5,MCTSPolicy_100_0.75
16,61.32821229050279,0.0,61.0,88.0,55.49301675977654,0.0,55.0,88.0,65.50837988826815,0.0,78.0,88.0
17,64.70530726256983,0.0,63.0,88.0,57.659217877094974,0.0,55.0,88.0,66.66061452513966,0.0,78.0,88.0
18,69.38268156424581,0.0,78.0,125.0,68.77094972067039,0.0,78.0,88.0,74.05167597765363,0.0,88.0,125.0
19,75.90502793296089,0.0,78.0,135.0,72.18435754189944,0.0,78.0,125.0,79.7108938547486,0.0,88.0,135.0
20,80.12849162011173,0.0,88.0,135.0,76.40782122905028,0.0,78.0,133.0,79.79608938547486,0.0,88.0,135.0
21,86.04189944134079,35.25,88.0,135.0,83.15083798882682,0.0,88.0,135.0,85.87569832402235,47.0,88.0,135.0
22,88.24301675977654,47.0,88.0,135.0,84.91061452513966,0.0,88.0,135.0,88.04469273743017,47.0,88.0,135.0
23,88.24301675977654,47.0,88.0,135.0,84.91061452513966,0.0,88.0,135.0,89.9804469273743,47.0,88.0,135.0
24,97.8072625698324,47.0,88.0,145.0,94.25558659217877,0.0,88.0,143.0,98.15502793296089,55.0,88.0,143.0
25,98.1145251396648,47.0,88.0,145.0,94.25558659217877,0.0,88.0,143.0,102.45530726256983,55.0,88.0,151.0
26,99.56284916201118,47.0,88.0,151.0,95.70391061452514,0.0,88.0,143.0,103.03631284916202,55.0,88.0,151.0
27,104.45111731843575,55.0,88.0,151.0,108.08798882681565,55.0,88.0,151.0,106.57262569832402,55.0,88.0,151.0
28,105.54748603351955,55.0,88.0,151.0,108.51396648044692,55.0,88.0,154.0,109.28072625698324,55.0,88.0,160.5
29,105.54748603351955,55.0,88.0,151.0,108.51396648044692,55.0,88.0,154.0,110.3463687150838,55.0,88.0,165.0
30,109.77932960893855,55.0,88.0,166.0,111.43575418994413,55.0,88.0,166.0,115.3268156424581,61.0,88.0,179.0
31,111.05167597765363,55.0,88.0,166.0,111.43575418994413,55.0,88.0,166.0,116.4804469273743,61.0,88.0,179.25
32,111.36033519553072,55.0,88.0,166.0,111.43575418994413,55.0,88.0,166.0,117.18435754189944,61.0,88.0,180.0
33,116.0572625698324,55.0,88.0,180.0,115.9036312849162,55.0,88.0,180.0,119.92597765363128,61.0,106.0,187.0
34,119.89385474860335,61.0,88.0,180.0,118.19972067039106,61.0,88.0,180.0,121.29329608938548,61.0,110.0,188.0
35,121.7695530726257,61.0,110.0,187.25,118.89385474860335,61.0,88.0,180.0,123.20949720670392,63.0,113.0,188.0
36,121.7695530726257,61.0,110.0,187.25,118.89385474860335,61.0,88.0,180.0,123.20949720670392,63.0,113.0,188.0
37,124.00558659217877,63.0,118.0,188.0,120.38128491620111,61.0,88.0,180.0,126.49860335195531,63.0,118.0,188.0
38,124.33240223463687,63.0,118.0,188.0,120.38128491620111,61.0,88.0,180.0,127.24162011173185,63.0,118.0,190.0
39,124.65921787709497,63.0,118.0,188.0,120.38128491620111,61.0,88.0,180.0,127.54050279329608,63.0,118.0,190.0
40,128.6703910614525,63.0,124.0,190.0,126.13268156424581,61.0,118.0,189.0,130.67737430167597,63.0,124.0,195.0
41,131.14944134078212,63.0,125.0,190.0,128.51256983240222,63.0,118.0,190.0,131.78351955307264,63.0,124.0,196.0
42,132.00837988826817,63.0,125.0,196.0,129.4050279329609,63.0,118.0,191.0,132.06703910614524,63.0,124.0,196.0
43,132.3254189944134,63.0,125.0,196.0,129.4050279329609,63.0,118.0,191.0,133.04608938547486,63.0,124.0,198.0
44,135.90782122905028,63.0,125.0,198.0,132.40782122905028,63.0,125.0,196.5,134.94972067039106,63.0,125.0,198.0
45,137.5223463687151,63.0,125.0,204.0,133.8240223463687,63.0,125.0,198.0,136.55446927374302,63.0,125.0,198.0
46,138.13268156424581,63.0,125.0,204.5,134.4776536312849,63.0,125.0,198.0,137.58659217877096,63.0,125.0,198.0
47,140.22067039106145,63.0,126.0,206.0,136.95670391061452,63.0,125.0,204.0,139.00837988826817,63.0,125.0,204.0
48,141.29608938547486,63.0,126.0,206.0,138.04608938547486,63.0,125.0,205.0,139.71368715083798,63.0,125.0,205.0
49,141.73463687150837,63.0,126.0,207.5,138.04608938547486,63.0,125.0,205.0,140.10335195530726,63.0,125.0,206.0
50,142.31424581005587,63.0,132.5,207.5,138.04608938547486,63.0,125.0,205.0,141.45530726256985,63.0,129.0,206.0
51,143.56424581005587,63.0,133.0,212.0,141.31424581005587,63.0,125.5,206.0,142.48603351955308,63.0,132.5,206.0
52,144.20530726256985,63.0,133.0,212.0,142.21927374301677,63.0,129.0,207.25,143.24441340782124,63.0,133.0,206.0
53,144.5,63.0,133.0,212.0,142.62150837988827,63.0,129.0,212.0,143.9608938547486,63.0,133.0,207.0
54,144.81843575418995,63.0,134.0,212.0,143.12430167597765,63.0,129.0,212.0,144.49301675977654,63.0,133.0,210.5
55,145.01536312849163,63.0,134.0,212.0,143.45111731843576,63.0,132.5,212.25,145.1550279329609,63.0,133.5,212.0
56,146.12430167597765,63.0,134.0,212.0,143.75279329608938,63.0,132.5,212.25,147.14944134078212,63.0,134.0,212.25
57,147.11173184357543,63.0,134.0,212.25,143.95391061452514,63.0,132.5,213.0,147.93575418994413,63.0,134.0,212.25
58,147.97625698324023,63.0,134.0,213.0,145.33240223463687,63.0,133.0,213.0,148.93575418994413,63.0,134.0,213.0
59,148.9217877094972,63.0,134.0,213.0,146.9986033519553,63.0,134.0,213.0,149.50558659217876,63.0,134.0,213.0
60,149.5754189944134,63.0,134.0,213.0,147.39245810055866,63.0,134.0,213.0,150.37988826815644,63.0,134.0,213.0
61,149.8840782122905,63.0,134.0,213.0,147.52374301675977,63.0,134.0,213.0,150.77793296089385,63.0,134.0,213.0
62,150.7891061452514,63.0,134.0,213.0,148.18016759776538,63.0,134.0,213.0,152.16620111731842,63.0,134.0,213.0
63,151.93715083798884,69.25,134.5,213.0,148.268156424581,63.0,134.0,213.0,152.99581005586592,63.0,134.0,213.0
64,153.06284916201116,71.0,135.0,213.0,148.97206703910615,63.0,134.0,213.0,153.9776536312849,63.0,135.0,213.0
65,153.82262569832403,71.0,135.0,213.0,152.45670391061452,63.0,134.5,213.25,154.6759776536313,63.75,135.0,213.0
66,154.16061452513966,71.0,135.0,213.0,152.54469273743015,63.0,134.5,214.0,155.1187150837989,63.75,135.0,213.0
67,154.74301675977654,71.0,135.0,214.0,152.63268156424581,63.0,134.5,214.0,155.73463687150837,64.0,135.0,214.0
68,155.22067039106145,71.0,135.0,215.0,152.98463687150837,63.0,135.0,214.25,156.4245810055866,71.0,135.0,214.25
69,155.87290502793297,71.0,135.0,215.0,153.1941340782123,63.0,135.0,215.0,157.15921787709496,71.0,135.0,215.0
70,156.91480446927375,71.0,135.0,220.0,153.6131284916201,63.0,135.0,216.25,158.43994413407822,71.0,135.0,220.0
71,157.15782122905028,71.0,135.0,220.25,155.4231843575419,71.0,135.0,221.0,159.24720670391062,71.0,135.0,221.0
72,157.6731843575419,71.0,135.0,221.0,155.94692737430168,71.0,135.0,221.0,159.76536312849163,71.0,135.0,221.0
73,158.1312849162011,71.0,135.0,221.0,156.05167597765364,71.0,135.0,221.0,160.46648044692736,71.0,135.0,221.0
74,158.73882681564245,71.0,135.0,221.0,156.8645251396648,71.0,135.0,221.25,161.0223463687151,71.0,135.0,222.0
75,159.6885474860335,71.0,137.0,222.0,157.66061452513966,71.0,135.0,221.25,161.66201117318437,71.0,141.0,222.0
76,160.00558659217876,71.0,137.0,222.0,158.268156424581,71.0,135.0,222.0,162.6731843575419,71.0,141.0,222.0
77,160.3240223463687,71.0,141.0,222.0,158.87150837988827,71.0,135.0,222.0,163.1941340782123,71.0,141.0,223.75
78,161.40083798882682,71.0,141.5,222.0,158.95111731843576,71.0,135.0,222.25,163.83519553072625,71.0,141.0,226.5
79,162.12290502793297,71.0,141.5,222.0,159.6927374301676,71.0,135.0,223.75,164.36173184357543,71.0,142.0,228.25
80,163.18575418994413,71.0,142.0,222.0,160.5223463687151,71.0,135.0,229.0,165.08938547486034,71.0,142.5,229.0
81,163.50418994413408,71.0,142.5,222.0,161.12150837988827,71.0,135.0,229.0,165.7695530726257,71.0,143.0,229.0
82,163.80027932960894,71.0,142.5,222.0,162.5,71.0,141.0,229.0,166.3631284916201,71.0,143.0,229.0
83,164.20810055865923,71.0,142.5,222.0,162.63826815642457,71.0,141.0,229.0,166.73603351955308,71.0,143.0,229.0
84,164.38826815642457,71.0,143.0,222.0,162.91480446927375,71.0,141.0,229.0,167.08519553072625,71.0,143.0,229.0
85,164.94553072625698,71.0,143.0,222.0,162.91480446927375,71.0,141.0,229.0,167.31284916201116,71.0,143.0,229.0
86,165.8868715083799,71.0,143.0,222.0,162.91480446927375,71.0,141.0,229.0,167.62150837988827,71.0,144.0,229.0
87,166.31005586592178,71.0,143.0,222.0,163.37011173184356,71.0,141.0,229.0,168.25418994413408,71.0,145.0,229.0
88,166.51396648044692,71.0,143.0,224.25,164.26396648044692,71.0,141.0,229.25,169.34916201117318,71.0,147.0,232.5
89,166.95810055865923,71.75,143.0,228.0,164.9790502793296,71.0,141.0,230.25,169.77513966480447,71.0,147.0,234.75
90,167.50837988826817,72.0,143.0,228.0,165.20391061452514,71.0,141.0,234.5,170.0586592178771,71.0,149.0,237.0
91,168.11173184357543,77.0,144.0,228.0,165.29329608938548,71.0,141.0,234.5,170.4622905027933,71.0,149.0,237.0
92,168.43156424581005,78.0,144.5,228.25,165.38268156424581,71.0,141.0,234.5,170.96787709497207,71.0,149.0,237.0
93,169.13966480446928,78.0,147.0,229.0,165.38268156424581,71.0,141.0,234.5,171.4776536312849,71.0,149.0,241.25
94,169.78631284916202,78.0,149.0,229.0,165.56005586592178,71.0,141.5,234.5,172.00698324022346,71.0,149.0,242.0
95,170.4050279329609,78.0,149.0,229.25,166.5377094972067,71.0,142.0,236.0,172.12709497206703,71.0,149.0,242.0
96,170.89944134078212,78.0,149.0,230.5,167.7695530726257,71.0,143.0,236.25,172.4804469273743,71.0,149.0,242.0
97,171.31564245810057,78.0,149.0,232.5,168.64944134078212,71.0,143.0,236.25,172.85754189944134,71.0,149.0,242.0
98,171.59217877094972,78.0,149.5,232.5,168.73743016759778,71.0,143.0,236.25,172.9622905027933,71.0,149.5,242.0
99,172.5377094972067,78.0,151.0,238.25,169.66759776536313,71.75,143.0,237.0,173.5209497206704,71.0,150.5,242.25
100,175.25977653631284,78.0,151.0,242.0,173.24022346368716,77.25,149.5,242.25,176.80446927374302,77.0,151.0,243.0
